1 92 82 28.760 0.000 perimeter-heads
1 93 82 29.462 0.000 perimeter-heads
1 94 82 30.117 0.000 perimeter-heads
1 95 82 30.724 0.000 perimeter-heads
1 96 82 31.345 0.000 perimeter-heads
1 97 78 32.462 0.000 perimeter-heads
1 98 78 33.072 0.000 perimeter-heads
1 99 78 33.620 0.000 perimeter-heads
1 100 78 34.137 0.000 perimeter-heads
1 101 78 34.681 0.000 perimeter-heads
1 102 78 35.184 0.000 perimeter-heads
1 103 78 35.648 0.000 perimeter-heads
1 104 78 36.076 0.000 perimeter-heads
1 105 78 36.473 0.000 perimeter-heads
1 106 78 36.889 0.000 perimeter-heads
1 107 78 37.312 0.000 perimeter-heads
1 108 78 37.753 0.000 perimeter-heads
1 109 78 38.181 0.000 perimeter-heads
1 110 78 38.613 0.000 perimeter-heads
1 111 78 39.050 0.000 perimeter-heads
1 112 78 39.476 0.000 perimeter-heads
1 113 78 39.871 0.000 perimeter-heads
1 114 78 40.258 0.000 perimeter-heads
1 115 78 40.635 0.000 perimeter-heads
1 116 78 41.003 0.000 perimeter-heads
1 117 78 41.363 0.000 perimeter-heads
1 118 78 41.724 0.000 perimeter-heads
1 119 76 42.219 0.000 perimeter-heads
1 120 76 42.567 0.000 perimeter-heads
1 121 76 42.911 0.000 perimeter-heads
1 122 76 43.260 0.000 perimeter-heads
1 123 76 43.614 0.000 perimeter-heads
1 124 76 43.938 0.000 perimeter-heads
1 125 76 44.269 0.000 perimeter-heads
1 126 76 44.577 0.000 perimeter-heads
1 127 70 45.408 0.000 perimeter-heads
1 128 70 45.686 0.000 perimeter-heads
1 129 70 45.959 0.000 perimeter-heads
1 130 70 46.227 0.000 perimeter-heads
1 131 70 46.490 0.000 perimeter-heads
1 132 70 46.740 0.000 perimeter-heads
1 133 68 47.178 0.000 perimeter-heads
1 134 68 47.413 0.000 perimeter-heads
1 135 68 47.630 0.000 perimeter-heads
1 136 68 47.833 0.000 perimeter-heads
1 137 68 48.020 0.000 perimeter-heads
1 138 68 48.214 0.000 perimeter-heads
1 139 66 48.620 0.000 perimeter-heads
1 140 66 48.832 0.000 perimeter-heads
1 141 66 49.052 0.000 perimeter-heads
1 142 66 49.281 0.000 perimeter-heads
1 143 66 49.523 0.000 perimeter-heads
1 144 66 49.768 0.000 perimeter-heads
1 145 66 50.022 0.000 perimeter-heads
1 146 66 50.282 0.000 perimeter-heads
1 147 66 50.547 0.000 perimeter-heads
1 148 66 50.824 0.000 perimeter-heads
1 149 66 51.113 0.000 perimeter-heads
1 150 66 51.417 0.000 perimeter-heads
1 151 64 51.920 0.000 perimeter-heads
1 152 64 52.220 0.000 perimeter-heads
1 153 64 52.527 0.000 perimeter-heads
1 154 64 52.817 0.000 perimeter-heads
1 155 64 53.091 0.000 perimeter-heads
1 156 64 53.350 0.000 perimeter-heads
1 157 62 53.663 0.000 perimeter-heads
1 158 62 53.867 0.000 perimeter-heads
1 159 62 54.054 0.000 perimeter-heads
1 160 62 54.232 0.000 perimeter-heads
1 161 62 54.388 0.000 perimeter-heads
1 162 62 54.538 0.000 perimeter-heads
