1 18 27 0.330 79.991 27.119
1 19 27 0.330 239.973 27.119
1 20 25 0.330 1016.210 27.119
1 20 26 0.330 946.675 27.119
1 20 27 0.330 315.557 27.119
1 21 24 0.330 932.543 27.119
1 21 25 0.330 1128.834 27.119
1 21 26 0.330 920.233 27.119
1 21 27 0.330 306.743 27.119
1 22 23 0.330 866.375 27.119
1 22 24 0.330 1195.774 27.119
1 22 25 0.330 1276.990 27.119
1 22 26 0.330 988.197 27.119
1 22 27 0.330 329.398 27.119
1 23 23 0.330 930.330 27.119
1 23 24 0.330 1313.852 27.119
1 23 25 0.330 1460.678 27.119
1 23 26 0.330 1150.566 27.119
1 23 27 0.330 383.521 27.119
1 24 22 0.330 534.830 27.119
1 24 23 0.330 981.725 27.119
1 24 24 0.330 1211.816 27.119
1 24 25 0.330 1225.108 27.119
1 24 26 0.330 923.813 27.119
1 25 21 0.330 700.610 27.119
1 25 22 0.330 962.949 27.119
1 25 23 0.330 1020.558 27.119
1 25 24 0.330 889.667 27.119
1 26 20 0.330 598.513 27.119
1 26 21 0.330 1018.073 27.119
1 26 22 0.330 1184.626 27.119
1 26 23 0.330 1098.173 27.119
1 27 18 0.330 1031.764 27.119
1 27 19 0.330 1121.384 27.119
1 27 20 0.330 1172.771 27.119
1 27 21 0.330 1185.927 27.119
1 27 22 0.330 1199.859 27.119
1 27 23 0.330 1214.569 27.119
1 28 14 0.330 337.267 27.119
1 28 15 0.330 287.162 27.119
1 28 16 0.330 524.987 27.119
1 28 17 0.330 1050.738 27.119
1 28 18 0.330 1276.758 27.119
1 28 19 0.330 1203.048 27.119
1 28 20 0.330 1094.926 27.119
1 28 22 0.330 905.607 27.119
1 28 23 0.330 954.575 27.119
1 29 12 0.330 1046.344 27.119
1 29 13 0.330 1073.419 27.119
1 29 14 0.330 1011.799 27.119
1 29 15 0.330 861.486 27.119
1 29 16 0.330 916.989 27.119
1 29 17 0.330 1178.305 27.119
1 29 18 0.330 1078.904 27.119
1 30 11 0.330 1097.068 27.119
1 30 12 0.330 1365.624 27.119
1 30 13 0.330 1366.503 27.119
1 30 14 0.330 1307.446 27.119
1 30 15 0.330 1188.454 27.119
1 30 16 0.330 1156.373 27.119
1 30 17 0.330 1211.204 27.119
1 30 18 0.330 928.963 27.119
1 31 8 0.330 922.675 27.119
1 31 9 0.330 892.988 27.119
1 31 10 0.330 993.959 27.119
1 31 11 0.330 1225.589 27.119
1 31 12 0.330 1306.622 27.119
1 31 13 0.330 1237.059 27.119
1 31 14 0.330 1224.207 27.119
1 31 15 0.330 1268.065 27.119
1 31 16 0.330 1243.141 27.119
1 31 17 0.330 1149.435 27.119
1 31 18 0.330 826.935 27.119
1 32 7 0.330 921.428 27.119
1 32 8 0.330 1212.111 27.119
1 32 9 0.330 1179.194 27.119
1 32 10 0.330 1196.889 27.119
1 32 11 0.330 1265.194 27.119
1 32 12 0.330 1252.121 27.119
1 32 13 0.330 1157.670 27.119
1 32 14 0.330 1175.428 27.119
