1 12 54 0.234 4835.190 27.119 inner
1 12 55 0.234 4734.790 27.119 inner
1 13 54 0.234 4173.495 27.119 inner
1 13 55 0.234 5556.300 27.119 inner
1 14 53 0.234 4906.405 27.119 inner
1 14 54 0.234 4542.205 27.119 inner
1 14 55 0.234 4603.055 27.119 inner
1 15 54 0.234 5332.950 27.119 inner
1 15 55 0.234 5866.200 27.119 inner
1 17 50 0.234 6022.150 27.119 inner
1 18 50 0.234 5358.450 27.119 inner
1 19 50 0.234 5395.650 27.119 inner
1 19 51 0.234 6210.000 27.119 inner
1 20 48 0.234 5046.150 27.119 inner
1 20 49 0.234 5671.050 27.119 inner
1 20 50 0.234 5425.200 27.119 inner
1 21 37 0.234 4645.835 27.119 inner
1 21 50 0.234 4859.900 27.119 inner
1 22 38 0.234 4270.115 27.119 inner
1 22 49 0.234 4466.220 27.119 inner
1 23 33 0.234 4851.085 27.119 inner
1 23 34 0.234 4504.045 27.119 inner
1 23 39 0.234 5588.200 27.119 inner
1 23 46 0.234 5120.800 27.119 inner
1 23 47 0.234 4229.550 27.119 inner
1 24 33 0.234 4202.955 27.119 inner
1 24 34 0.234 5107.650 27.119 inner
1 24 39 0.234 4235.670 27.119 inner
1 25 33 0.234 4948.620 27.119 inner
1 25 39 0.234 4513.775 27.119 inner
1 26 32 0.234 5358.600 27.119 inner
1 26 33 0.234 4574.785 27.119 inner
1 26 34 0.234 5340.650 27.119 inner
1 26 39 0.234 5741.800 27.119 inner
1 26 40 0.234 5398.150 27.119 inner
1 26 41 0.234 5059.600 27.119 inner
1 27 33 0.234 5411.500 27.119 inner
1 27 34 0.234 4905.245 27.119 inner
1 27 35 0.234 4843.110 27.119 inner
1 27 39 0.234 4811.900 27.119 inner
1 27 40 0.234 5227.250 27.119 inner
1 27 41 0.234 5345.450 27.119 inner
1 33 1 0.234 4934.630 27.119 inner
1 33 2 0.234 4182.990 27.119 inner
1 34 1 0.234 4951.780 27.119 inner
1 34 2 0.234 5576.400 27.119 inner
1 34 3 0.234 5287.350 27.119 inner
1 34 18 0.234 4854.755 27.119 inner
1 35 2 0.234 4645.830 27.119 inner
1 35 3 0.234 4262.105 27.119 inner
1 35 4 0.234 4708.970 27.119 inner
1 36 3 0.234 6118.350 27.119 inner
1 36 4 0.234 5649.050 27.119 inner
1 36 5 0.234 4572.045 27.119 inner
1 37 4 0.234 5674.250 27.119 inner
1 37 5 0.234 4952.265 27.119 inner
1 37 6 0.234 4721.715 27.119 inner
1 38 5 0.234 4510.285 27.119 inner
1 38 6 0.234 4973.925 27.119 inner
1 39 5 0.234 4266.210 27.119 inner
1 39 6 0.234 6176.100 27.119 inner
1 39 7 0.234 4408.170 27.119 inner
1 40 6 0.234 4083.490 27.119 inner
1 40 11 0.234 5663.050 27.119 inner
1 41 11 0.234 5215.500 27.119 inner
1 41 12 0.234 4555.150 27.119 inner
1 42 6 0.234 5347.700 27.119 inner
1 42 11 0.234 4709.165 27.119 inner
1 42 12 0.234 5475.300 27.119 inner
1 43 11 0.234 4807.035 27.119 inner
1 43 12 0.234 4477.235 27.119 inner
1 43 13 0.234 6330.150 27.119 inner
