1 91 82 32.482 0.000 perimeter-heads
1 92 82 33.061 0.000 perimeter-heads
1 93 82 33.742 0.000 perimeter-heads
1 94 82 34.359 0.000 perimeter-heads
1 95 82 34.912 0.000 perimeter-heads
1 96 82 35.444 0.000 perimeter-heads
1 97 78 36.316 0.000 perimeter-heads
1 98 78 36.851 0.000 perimeter-heads
1 99 78 37.349 0.000 perimeter-heads
1 100 78 37.823 0.000 perimeter-heads
1 101 78 38.327 0.000 perimeter-heads
1 102 78 38.798 0.000 perimeter-heads
1 103 78 39.239 0.000 perimeter-heads
1 104 78 39.641 0.000 perimeter-heads
1 105 78 40.025 0.000 perimeter-heads
1 106 78 40.423 0.000 perimeter-heads
1 107 78 40.830 0.000 perimeter-heads
1 108 78 41.245 0.000 perimeter-heads
1 109 78 41.655 0.000 perimeter-heads
1 110 78 42.071 0.000 perimeter-heads
1 111 78 42.490 0.000 perimeter-heads
1 112 78 42.899 0.000 perimeter-heads
1 113 78 43.284 0.000 perimeter-heads
1 114 78 43.661 0.000 perimeter-heads
1 115 78 44.029 0.000 perimeter-heads
1 116 78 44.389 0.000 perimeter-heads
1 117 78 44.741 0.000 perimeter-heads
1 118 78 45.090 0.000 perimeter-heads
1 119 76 45.614 0.000 perimeter-heads
1 120 76 45.951 0.000 perimeter-heads
1 121 76 46.282 0.000 perimeter-heads
1 122 76 46.616 0.000 perimeter-heads
1 123 76 46.954 0.000 perimeter-heads
1 124 76 47.266 0.000 perimeter-heads
1 125 76 47.584 0.000 perimeter-heads
1 126 76 47.882 0.000 perimeter-heads
1 127 70 48.771 0.000 perimeter-heads
1 128 70 49.044 0.000 perimeter-heads
1 129 70 49.313 0.000 perimeter-heads
1 130 70 49.581 0.000 perimeter-heads
1 131 70 49.848 0.000 perimeter-heads
1 132 70 50.109 0.000 perimeter-heads
1 133 68 50.551 0.000 perimeter-heads
1 134 68 50.804 0.000 perimeter-heads
1 135 68 51.039 0.000 perimeter-heads
1 136 68 51.266 0.000 perimeter-heads
1 137 68 51.482 0.000 perimeter-heads
1 138 68 51.712 0.000 perimeter-heads
1 139 66 52.083 0.000 perimeter-heads
1 140 66 52.317 0.000 perimeter-heads
1 141 66 52.558 0.000 perimeter-heads
1 142 66 52.807 0.000 perimeter-heads
1 143 66 53.068 0.000 perimeter-heads
1 144 66 53.325 0.000 perimeter-heads
1 145 66 53.589 0.000 perimeter-heads
1 146 66 53.843 0.000 perimeter-heads
1 147 66 54.102 0.000 perimeter-heads
1 148 66 54.359 0.000 perimeter-heads
1 149 66 54.625 0.000 perimeter-heads
1 150 66 54.895 0.000 perimeter-heads
1 151 64 55.367 0.000 perimeter-heads
1 152 64 55.631 0.000 perimeter-heads
1 153 64 55.893 0.000 perimeter-heads
1 154 64 56.142 0.000 perimeter-heads
1 155 64 56.377 0.000 perimeter-heads
1 156 64 56.605 0.000 perimeter-heads
1 157 62 56.914 0.000 perimeter-heads
1 158 62 57.093 0.000 perimeter-heads
1 159 62 57.260 0.000 perimeter-heads
1 160 62 57.422 0.000 perimeter-heads
1 161 62 57.567 0.000 perimeter-heads
1 162 62 57.709 0.000 perimeter-heads
1 163 62 57.851 0.000 perimeter-heads
1 164 62 57.988 0.000 perimeter-heads
1 165 62 58.118 0.000 perimeter-heads
1 166 62 58.242 0.000 perimeter-heads
1 167 62 58.361 0.000 perimeter-heads
1 168 62 58.451 0.000 perimeter-heads
1 169 58 58.809 0.000 perimeter-heads
1 170 58 58.916 0.000 perimeter-heads
1 171 58 59.019 0.000 perimeter-heads
1 172 58 59.096 0.000 perimeter-heads
1 173 58 59.166 0.000 perimeter-heads
1 174 58 59.224 0.000 perimeter-heads
1 175 58 59.268 0.000 perimeter-heads
1 176 58 59.300 0.000 perimeter-heads
1 177 58 59.322 0.000 perimeter-heads
1 178 58 59.331 0.000 perimeter-heads
1 179 50 59.707 0.000 perimeter-heads
1 180 50 59.704 0.000 perimeter-heads
1 181 50 59.684 0.000 perimeter-heads
1 182 50 59.674 0.000 perimeter-heads
1 17 23 1.835 0.000 perimeter-heads
1 18 23 1.910 0.000 perimeter-heads
1 27 9 3.427 0.000 perimeter-heads
1 28 9 3.371 0.000 perimeter-heads
1 29 7 3.806 0.000 perimeter-heads
1 30 7 3.793 0.400 perimeter-heads
1 107 13 39.881 0.000 perimeter-heads
1 108 13 40.615 0.000 perimeter-heads
1 109 13 41.190 0.000 perimeter-heads
1 110 13 41.755 0.000 perimeter-heads
1 111 13 42.311 0.000 perimeter-heads
1 112 13 42.841 0.000 perimeter-heads
1 113 13 43.356 0.000 perimeter-heads
1 114 13 43.856 0.000 perimeter-heads
1 115 13 44.388 0.000 perimeter-heads
1 116 13 44.940 0.000 perimeter-heads
1 117 13 45.545 0.000 perimeter-heads
1 118 13 46.150 0.000 perimeter-heads
1 119 13 46.757 0.000 perimeter-heads
1 120 13 47.340 0.000 perimeter-heads
1 121 13 47.886 0.000 perimeter-heads
1 122 13 48.420 0.000 perimeter-heads
1 123 15 49.111 0.000 perimeter-heads
1 124 15 49.558 0.000 perimeter-heads
1 125 15 49.969 0.000 perimeter-heads
1 126 15 50.393 0.000 perimeter-heads
1 127 15 50.808 0.000 perimeter-heads
1 128 15 51.214 0.000 perimeter-heads
1 129 15 51.611 0.000 perimeter-heads
1 130 15 51.977 0.000 perimeter-heads
1 131 15 52.314 0.000 perimeter-heads
1 132 15 52.622 0.000 perimeter-heads
1 133 17 53.024 0.000 perimeter-heads
1 134 17 53.262 0.000 perimeter-heads
1 135 17 53.468 0.000 perimeter-heads
1 136 17 53.672 0.000 perimeter-heads
1 137 17 53.855 0.000 perimeter-heads
1 138 17 54.050 0.000 perimeter-heads
1 139 17 54.254 0.000 perimeter-heads
1 140 17 54.462 0.000 perimeter-heads
1 141 17 54.673 0.000 perimeter-heads
1 142 17 54.885 0.000 perimeter-heads
1 143 19 55.106 0.000 perimeter-heads
1 144 19 55.319 0.000 perimeter-heads
1 145 19 55.537 0.000 perimeter-heads
1 146 19 55.736 0.000 perimeter-heads
1 147 17 55.889 0.000 perimeter-heads
1 148 17 56.070 0.000 perimeter-heads
1 149 17 56.249 0.000 perimeter-heads
1 150 17 56.413 0.000 perimeter-heads
1 151 15 56.493 0.000 perimeter-heads
1 152 15 56.669 0.000 perimeter-heads
1 153 15 56.855 0.000 perimeter-heads
1 154 15 57.038 0.000 perimeter-heads
1 155 15 57.189 0.000 perimeter-heads
1 156 15 57.331 0.000 perimeter-heads
1 157 15 57.463 0.000 perimeter-heads
1 158 15 57.571 0.000 perimeter-heads
1 159 15 57.668 0.000 perimeter-heads
1 160 15 57.761 0.000 perimeter-heads
1 161 17 57.956 0.000 perimeter-heads
1 162 17 58.047 0.000 perimeter-heads
1 163 17 58.129 0.000 perimeter-heads
1 164 17 58.242 0.000 perimeter-heads
1 165 17 58.338 0.000 perimeter-heads
1 166 17 58.428 0.000 perimeter-heads
1 167 17 58.511 0.000 perimeter-heads
1 168 17 58.584 0.000 perimeter-heads
1 169 17 58.659 0.000 perimeter-heads
1 170 17 58.709 0.000 perimeter-heads
1 171 17 58.745 0.000 perimeter-heads
1 172 17 58.767 0.000 perimeter-heads
1 173 17 58.775 0.000 perimeter-heads
1 174 17 58.777 0.000 perimeter-heads
1 175 21 58.823 0.000 perimeter-heads
1 176 21 58.832 0.000 perimeter-heads
1 177 25 59.025 0.000 perimeter-heads
1 178 25 59.041 0.000 perimeter-heads
1 179 27 59.148 0.000 perimeter-heads
1 180 27 59.165 0.000 perimeter-heads
1 181 33 59.434 0.000 perimeter-heads
1 182 33 59.432 0.000 perimeter-heads
1 96 79 35.702 0.000 perimeter-heads
1 96 80 35.647 0.000 perimeter-heads
1 96 81 35.558 0.000 perimeter-heads
1 118 77 45.186 0.000 perimeter-heads
1 122 14 48.528 0.000 perimeter-heads
1 126 71 48.408 0.000 perimeter-heads
1 126 72 48.316 0.000 perimeter-heads
1 126 73 48.221 0.000 perimeter-heads
1 126 74 48.114 0.000 perimeter-heads
1 126 75 47.998 0.000 perimeter-heads
1 132 16 52.695 0.000 perimeter-heads
1 132 69 50.200 0.000 perimeter-heads
1 138 67 51.782 0.000 perimeter-heads
1 142 18 54.898 0.000 perimeter-heads
1 150 65 55.001 0.000 perimeter-heads
1 156 63 56.665 0.000 perimeter-heads
1 160 16 57.816 0.000 perimeter-heads
1 168 59 58.626 0.000 perimeter-heads
1 168 60 58.575 0.000 perimeter-heads
1 168 61 58.530 0.000 perimeter-heads
1 174 18 58.782 0.000 perimeter-heads
1 174 19 58.782 0.000 perimeter-heads
