,Marina,Marina_norech,ERT-MW-1A,ERT-MW-1A_norech,ERT-MW-1B,ERT-MW-1B_norech,MillCreek,MillCreek_norech,ERT-MW-4B,ERT-MW-4B_norech,MW-PD-17,MW-PD-17_norech
2018-10-11 20:30:00.000003,-0.4406908105215746,-0.4406902676664216,13.24377936818297,11.7463951458844,13.83132190460136,12.43470282661336,11.2055525881918,9.064696323034523,15.83367880427252,14.40523912756861,20.45332872921051,18.72221100796531
2018-10-11 20:44:59.999997,0.0116259368046019,0.01162164304083274,13.29045389939184,11.78944690475184,13.88439764714221,12.48471926139855,11.28679167611849,9.139214375779835,15.87460790171507,14.442481514118,20.46314837535841,18.72902640119425
2018-10-11 21:00:00.000000,0.4606332294917889,0.4606344318470329,13.3389461975757,11.834251444143,13.9405707378183,12.53778354891445,11.36914622466618,9.21483213686543,15.91831380046526,14.48242115801152,20.47401732472429,18.73689313398601
2018-10-11 21:15:00.000003,0.9048596277429829,0.904857112076287,13.38844511444989,11.88074384911839,13.99870790830145,12.59336663420802,11.45169879320858,9.295736737183804,15.96386483320721,14.52569068557029,20.48571454354839,18.74571474474762
2018-10-11 21:29:59.999997,1.359156996775165,1.359188307111029,13.43977043402287,11.92862009369401,14.05915519288922,12.65094672699356,11.53650427863358,9.374896360205481,16.01123373406452,14.56985128994749,20.49809795176634,18.7551795926001
2018-10-11 21:45:00.000000,1.800315156909026,1.800284060810065,13.49126246411128,11.97649113451367,14.12038363077837,12.70913629943027,11.62020424603536,9.452456216273017,16.05944438311747,14.61450803134907,20.51098821577921,18.76510786008797
2018-10-11 22:00:00.000003,2.223121353205743,2.223113245571416,13.54196172721105,12.02361026928007,14.18127751010052,12.76697088852182,11.70115099551176,9.527639234716052,16.10763856323337,14.65908737728462,20.52419783885928,18.77533564922426
2018-10-11 22:14:59.999997,2.636140220505857,2.636131503910805,13.59210112514739,12.07019381215212,14.24177289221054,12.82440617348991,11.78044856729475,9.601327811404673,16.15560503524545,14.70343542361086,20.53759336280777,18.7857405544854
2018-10-11 22:30:00.000000,3.026795866858818,3.026794252775861,13.64091479772422,12.11549155569029,14.30106228937204,12.88065695680074,11.85646637922716,9.671939946746045,16.20272924438204,14.74699081282157,20.55103529786055,18.79619210366905
2018-10-11 22:45:00.000003,3.41415497376051,3.414149807451871,13.68911674466554,12.16021165828324,14.3595688703057,12.9361504317495,11.93143468205155,9.741671443104154,16.24920950126591,14.78995927127433,20.56445406628783,18.80662475456229
2018-10-11 22:59:59.999997,3.745307945636088,3.745306976411225,13.73413869757538,12.20182459790739,14.41490009392348,12.98851606070261,11.99907904939482,9.804360847324453,16.29344701996907,14.8307748269272,20.57765910735809,18.81685484694789
2018-10-11 23:15:00.000000,4.068699459428021,4.068697228202204,13.77734770613545,12.24167028692867,14.46792232830393,13.03860583499264,12.06418440114476,9.864667162240416,16.33588740135322,14.86985311443983,20.59057323225281,18.82680402834298
2018-10-11 23:30:00.000003,4.337204889271898,4.33720120210351,13.81639756924057,12.27745745737975,14.51663259916062,13.08444442812944,12.12081207088099,9.916835549353644,16.3752419058591,14.90593489224465,20.6030290316567,18.8363095267193
2018-10-11 23:44:59.999997,4.568095328188036,4.568093073821712,13.85138735163705,12.30937409860067,14.56077833423133,13.12583009028433,12.170173248415,9.962373165470385,16.41118183522874,14.93873560049583,20.61489434754566,18.84524473056183
2018-10-12 00:00:00.000000,4.74029002849208,4.740286305133958,13.88113797340991,12.33615540728506,14.59913331049159,13.16150487103292,12.20980410779088,9.99853860066971,16.44282306401718,14.96738820633719,20.6260063921952,18.85345129561233
2018-10-12 00:15:00.000003,4.856356312168645,4.856353786160409,13.84411821032102,12.35764631203558,14.59756882087041,13.19123434152911,11.62835480179295,10.02543392163955,16.42933486249196,14.9921987839721,20.63171399010922,18.86119966054262
2018-10-12 00:29:59.999997,4.91636230063916,4.916357918248933,13.85018803853858,12.37358160398325,14.61225512695317,13.21455682049517,11.62037740790671,10.04281329589762,16.43869765760686,15.01247561408269,20.63796834678901,18.86829112634537
2018-10-12 00:45:00.000000,4.913410714113509,4.913407883036099,13.85859240445921,12.38324920836681,14.62643430490248,13.23057472234889,11.62549751257972,10.04950459178716,16.45111415447017,15.0272419597927,20.64412664645108,18.87435057338917
2018-10-12 01:00:00.000003,4.842550341291367,4.84254772112939,13.86144806100747,12.38599777669215,14.63405469714098,13.23846373341639,11.62047331149854,10.0445323268288,16.45925364922845,15.03576602266393,20.64933583750368,18.87908688586157
2018-10-12 01:14:59.999997,4.701503173679512,4.701500199800419,13.85711493100057,12.38139575550735,14.63330493502357,13.23763907367717,11.60294259499134,10.02736080615922,16.46108130236181,15.0375875026058,20.65317036280311,18.88232304934217
2018-10-12 01:30:00.000000,4.49282150015602,4.492818886172179,13.84528517370449,12.36937904383623,14.62366759760863,13.22789098085092,11.57283846248153,9.998186318193,16.4560229601903,15.0325321856202,20.65544152442832,18.8839654719246
2018-10-12 01:45:00.000003,4.227875240333875,4.227871996111568,13.82649849908147,12.35061186775934,14.60550253949579,13.20976809439456,11.53167344581956,9.958554771080166,16.44424071575018,15.02090440596284,20.65609377947839,18.88399992321914
2018-10-12 01:59:59.999997,3.903960211591133,3.903956860734922,13.8007538156487,12.32501823087361,14.57885753037894,13.18322379194813,11.47923139364516,9.908267540689078,16.42576590726269,15.00276582274728,20.65511263119221,18.88242903016391
2018-10-12 02:15:00.000000,3.566285729678026,3.566282317059686,13.77077003971166,12.29524288498038,14.54615225622384,13.15062563545793,11.42189787664185,9.853357626360204,16.40219825681307,14.97962606255341,20.65264140688716,18.87939174837932
2018-10-12 02:30:00.000003,3.182999200387398,3.182995787365809,13.73578029871526,12.26056149207114,14.50711171309427,13.11173430016856,11.35651403353621,9.790847718681553,16.37351467006552,14.95150079805674,20.64876762321881,18.87497678603756
2018-10-12 02:44:59.999997,2.783261129684066,2.783257809891971,13.69741981720114,12.22258562483008,14.4632232300929,13.06803657377394,11.28699597439003,9.724481727777963,16.34072070557976,14.91936539990916,20.64363819991123,18.86932928809659
2018-10-12 03:00:00.000000,2.370295511242678,2.370292178008073,13.65640875015175,12.18201898720027,14.41550301382576,13.02054101549942,11.21417018683593,9.655020231747336,16.30461264518246,14.88399307079609,20.63741826642414,18.86260917821608
2018-10-12 03:15:00.000003,1.948054494465999,1.948050085378367,13.61333321266005,12.13943733471018,14.36475969335119,12.97005329215092,11.1388609949113,9.583239929941284,16.2658527830754,14.84603351025962,20.63027101232737,18.85497777493622
2018-10-12 03:29:59.999997,1.524529500429152,1.524527407272151,13.56896447093894,12.09559363776989,14.31192003841488,12.91748945261092,11.06243200135101,9.510431826340877,16.22517811006855,14.8061998404234,20.62236566206001,18.8465989552158
2018-10-12 03:45:00.000000,1.105032306068315,1.105028026000359,13.52394987712179,12.05112064057487,14.25779969599022,12.86365794950926,10.9859458539387,9.437598098189627,16.18326579267074,14.76515155857396,20.61386957745869,18.83763849427776
2018-10-12 04:00:00.000003,0.6948144691512415,0.6948341292874889,13.47904305178221,12.00675494368431,14.2032906688196,12.80943839783218,10.91050916912029,9.365788263378922,16.14079037360727,14.72354161812585,20.60494755366457,18.82825592333968
2018-10-12 04:14:59.999997,0.3028971003519296,0.302843416590701,13.43515542944886,11.9633819160637,14.14942991144832,12.75585082951193,10.83769439846621,9.29648000321593,16.0985305947639,14.68212205716081,20.59577233276283,18.81862053011658
2018-10-12 04:30:00.000000,-0.06956345935054643,-0.06966857945514034,13.39259496804905,11.92130685994196,14.0967630275575,12.70344313358187,10.7678934317286,9.230042857173531,16.05700861246487,14.64140501697257,20.58649883253736,18.80888429257313
2018-10-12 04:45:00.000003,-0.4187609213040857,-0.4188380367464748,13.35179192485596,11.88095828770628,14.04587561666739,12.65280007220924,10.70178113520457,9.167134713764986,16.01671973794127,14.60187528687633,20.5772696968738,18.79918733483238
2018-10-12 04:59:59.999997,-0.7310710946292065,-0.7311015776288795,13.31378467217765,11.84334177736962,13.99787116423155,12.60500280421972,10.64145992772933,9.10974752401051,15.97848892126292,14.56432863213238,20.56824988394483,18.78969017436712
2018-10-12 05:15:00.000000,-1.013088250754999,-1.013124242362376,13.2786503263383,11.80852338769821,13.95308346683544,12.56037223604359,10.58645648423907,9.057395005156275,15.94265644430972,14.52909310604351,20.55957319672161,18.78052364453352
2018-10-12 05:30:00.000003,-1.256696739762443,-1.256689913915591,13.24698939578085,11.77709361177836,13.91218063470027,12.51956948841942,10.53795578558124,9.011222175492687,15.90973302390827,14.49666509551234,20.55137021073723,18.77181572898597
2018-10-12 05:44:59.999997,-1.453211659542981,-1.453216970968136,13.21984440575337,11.75006341624084,13.87618472221174,12.48359294055208,10.49786299851674,8.973032260426358,15.8804324496892,14.46772648835938,20.54378663674788,18.76370534436712
2018-10-12 06:00:00.000000,-1.61771938628674,-1.617711965001827,13.19696351812345,11.72719382825057,13.84502198681477,12.45237791710368,10.46484669814674,8.94153830528626,15.85475756090551,14.44228858816514,20.53690980522468,18.75628139266707
2018-10-12 06:15:00.000003,-1.736046619946991,-1.736040607635763,13.17844767397684,11.70857280908119,13.81899047134375,12.42620746001224,10.43960128194439,8.917407853751703,15.83304260700711,14.42066815760332,20.53082967839476,18.74962637928457
2018-10-12 06:29:59.999997,-1.811607069435926,-1.811606205331934,13.16419663046424,11.6941066654865,13.79816080362326,12.40516068809614,10.42169931376662,8.900224612830176,15.81541856470426,14.40300352567094,20.5256104879902,18.74380987006256
2018-10-12 06:45:00.000000,-1.83358100552139,-1.833584976596008,13.15480522913661,11.68437299060409,13.78315182896892,12.38984279503405,10.41251770215119,8.8913113090778,15.80235101703607,14.38974073804044,20.52134254733774,18.73891677829928
2018-10-12 07:00:00.000003,-1.79263797540879,-1.792636511270264,13.15103242016429,11.68011212377646,13.77480296915265,12.38108057562212,10.41352776159627,8.892070777328412,15.79447602683149,14.38149366578404,20.51813926330458,18.73505713945928
2018-10-12 07:14:59.999997,-1.675200612929619,-1.675195980680115,13.15392832381137,11.68234630901674,13.77426968266488,12.38000961969341,10.42680461352787,8.90447928610563,15.7926676388891,14.37910367045589,20.51615082843548,18.7323750057006
2018-10-12 07:30:00.000000,-1.48267940116523,-1.482672806685017,13.16390131422169,11.69147128928656,13.78219123613092,12.38725911418891,10.4526327978598,8.928786676008936,15.79747295971767,14.38310135941253,20.5155207827105,18.73101077449225
2018-10-12 07:45:00.000003,-1.204433519489577,-1.204437833634557,13.1830307226428,11.70952573648701,13.8002752173968,12.40450943775894,10.49472933520167,8.968556902995612,15.80990749104473,14.39445987403395,20.51642974193719,18.73113733425988
2018-10-12 07:59:59.999997,-0.8726569383301966,-0.8726547815759487,13.20960213715387,11.73482367046705,13.82738747920527,12.43064063672918,10.54843765768183,9.01928011810305,15.82939556530174,14.41263304443219,20.51893355581539,18.73281296514829
2018-10-12 08:15:00.000000,-0.4824523934341218,-0.4824577804558747,13.24312098007706,11.7668842965638,13.86307652500586,12.46520950455738,10.61328388170804,9.080528786056078,15.85567099269248,14.4373683607533,20.52304677589416,18.73605341555292
2018-10-12 08:30:00.000003,-0.06195722269373479,-0.06195393770893674,13.28185212217353,11.80401352573598,13.90573831637523,12.50663617597131,10.68532457163072,9.148525093663691,15.88765835256878,14.46763354549362,20.52868385240927,18.74077802492188
2018-10-12 08:44:59.999997,0.371299622469072,0.3712939948588438,13.32414005592165,11.84459741544477,13.95361887549581,12.5531946490723,10.7613798287342,9.220242798826833,15.92406635257727,14.50218663283907,20.53567782892845,18.74682737785016
2018-10-12 09:00:00.000000,0.8350598511251339,0.8350605821111087,13.37030732032402,11.88895855823252,14.00657960646044,12.60475181539854,10.84327389225173,9.297479141401949,15.96464016319497,14.54077761656007,20.54390266037647,18.75407780781104
2018-10-12 09:15:00.000003,1.295256181043023,1.295462908617352,13.41874863278785,11.93554321046179,14.06302501024359,12.65974507629843,10.92669017952848,9.376109836503131,16.00814495594891,14.58222134121741,20.55316492767857,18.76234317345623
2018-10-12 09:29:59.999997,1.780797479049065,1.780732985000735,13.4700738164789,11.9849135628712,14.12311324805637,12.71830728335565,11.01462430680676,9.458962072587196,16.054596980976,14.62651410815131,20.56334567761074,18.77150522067162
2018-10-12 09:45:00.000000,2.233321521977484,2.233333067764495,13.52102266810713,12.0339200055137,14.18390109069117,12.77756249984485,11.0992602729585,9.538625631565948,16.10201092164456,14.67175834936697,20.57419043621825,18.78131998316119
2018-10-12 10:00:00.000003,2.685880152196,2.685871361682247,13.57236239461946,12.08330805721124,14.24552166896445,12.83764014294157,11.18385812149543,9.618242155081363,16.15020394781696,14.71776931885343,20.5855284792155,18.79162001336785
2018-10-12 10:14:59.999997,3.119291438010682,3.119299982030734,13.62312235214791,12.13213179614516,14.30697425933245,12.89755441181035,11.26612307707921,9.695617519830112,16.19842217039475,14.76381840439321,20.59718339814256,18.80223366702275
2018-10-12 10:30:00.000000,3.544503625994722,3.544512414203718,13.67356545620669,12.1806475213145,14.36815538945017,12.95719993873049,11.34737804338993,9.772038067708891,16.2464871158853,14.80972617757122,20.6090273239156,18.81303479482724
2018-10-12 10:45:00.000003,3.943869554353744,3.943863788377187,13.72263740623587,12.22782370401325,14.42799551161684,13.01552106529413,11.42529936212395,9.845275787646537,16.29364526207418,14.85476628470017,20.62090965644479,18.82387713821549
2018-10-12 10:59:59.999997,4.320999745837971,4.320984508712763,13.76984067284322,12.27322207187395,14.48588692719583,13.07198154552415,11.49942586003635,9.914952929838746,16.33941362669438,14.89849636782094,20.63269363377955,18.8346301707575
2018-10-12 11:15:00.000000,4.666646440770401,4.666652443682851,13.81442709513429,12.31609306184517,14.54101293305279,13.12576145846797,11.56836501562784,9.979657469135775,16.38319066900683,14.94031550243931,20.64424078906346,18.84515913414778
2018-10-12 11:30:00.000003,4.989640415469342,4.989629708668034,13.85658583880815,12.35657811539077,14.59333361855778,13.17675038370711,11.63301073530193,10.04035244315569,16.42484234948954,14.98010011468897,20.65545266494882,18.85536732700894
2018-10-12 11:44:59.999997,5.280573313873431,5.280570706381029,13.89575601357857,12.39413272179428,14.64227907326499,13.22438886959997,11.69217519546317,10.09584620862986,16.46397365928819,15.0174493569221,20.66623147170066,18.86515723539403
2018-10-12 12:00:00.000000,5.516360865120752,5.516370773942166,13.93031352447995,12.4271774320471,14.68628174007526,13.26714400010745,11.74238152400428,10.14280000644567,16.4994969973601,15.05131239288315,20.67641740472393,18.87437359196258
2018-10-12 12:15:00.000003,5.71323390859843,5.713223342907916,13.96041318816454,12.45586320975614,14.72519123450534,13.30486586706989,11.78527107432638,10.18281935588875,16.53128747454516,15.08155984068901,20.68590951593354,18.88290855036343
2018-10-12 12:29:59.999997,5.839042752019012,5.839045633497858,13.98465368725197,12.47883075643119,14.75756329225929,13.33613909240626,11.8164381112226,10.21164730937881,16.55804698301167,15.10693606056907,20.69451439970507,18.89057891628782
2018-10-12 12:45:00.000000,5.898898218915554,5.898876540012758,14.0021440676198,12.49517371418094,14.7823841180159,13.3599268514599,11.83576146092772,10.22915752674797,16.5791595500592,15.12683834922812,20.70205428600081,18.89721652977116
2018-10-12 13:00:00.000003,5.884148300611069,5.884161535927775,14.01218930543085,12.50427662495426,14.79873145025293,13.37537725904397,11.84194925939456,10.23427228610353,16.59389922697812,15.14059088129169,20.70835645104511,18.90265546979122
2018-10-12 13:14:59.999997,5.802842722680356,5.802825462524212,14.01486387243313,12.50622155436447,14.80639814182209,13.38230348362232,11.83573812497286,10.22770456762241,16.60200536967336,15.14794398768899,20.71328828358406,18.90676660114155
2018-10-12 13:30:00.000000,5.623114570473561,5.623131459875989,14.00819112573905,12.49905193458948,14.80352451177476,13.37886650743933,11.81264255593677,10.20504960813754,16.60218811422945,15.14765659521211,20.71664750058103,18.90935594433019
2018-10-12 13:45:00.000003,5.378145806306267,5.3781332377226,13.99338670464097,12.48396677759415,14.79081193699927,13.36576096252411,11.77650934127861,10.17006012492845,16.59472308390382,15.13998490745358,20.71833537609547,18.91032575084724
2018-10-12 13:59:59.999997,5.078068139309815,5.078073793012642,13.97136952938669,12.46186877299208,14.76907930293108,13.34380011693776,11.72926379466796,10.12457199818422,16.58014068178879,15.1254346037184,20.71833494076798,18.90965744284724
2018-10-12 14:15:00.000000,4.716705185709862,4.716702778253641,13.94206607007736,12.43267677305021,14.73839161243154,13.31303696217491,11.67036086569004,10.068047905533,16.55852853994242,15.10409059624192,20.7166406061116,18.90734532642098
2018-10-12 14:30:00.000003,4.327132114173242,4.327132932867602,13.90745968580512,12.39832880078106,14.70055154675555,13.27524111274809,11.60440526266321,10.00491890874164,16.53107839141321,15.07709624295129,20.71335724306306,18.90348772570926
2018-10-12 14:44:59.999997,3.921237028916427,3.921235383953737,13.86899690933853,12.36023436459236,14.65718223220085,13.23200733089174,11.53383404052913,9.937511821916868,16.49898419027409,15.04560729423884,20.70865478873094,18.89824874235853
2018-10-12 15:00:00.000000,3.481332274607473,3.481331685006605,13.82624771797331,12.31795387595335,14.60829552682814,13.18332858105782,11.45671002773567,9.86387966232142,16.46240795204579,15.00976435983196,20.70265539209133,18.891743920137
2018-10-12 15:15:00.000003,3.036779432227994,3.036777531192998,13.78120956595433,12.27345587506388,14.55571159053187,13.13101241928723,11.37749292078456,9.788369467535981,16.42256452408858,14.97075551697013,20.69554500926706,18.88415550731336
