,Marina,ERT-MW-1A,ERT-MW-1B,MillCreek,ERT-MW-4B,MW-PD-17
2018-10-09 05:44:59.999997,-3.55183136584199,12.56700404506684,13.16506686883363,9.352278632366632,15.23523671759915,20.16557987469201
2018-10-09 06:00:00.000000,-3.140243512115494,12.5959819573349,13.19616906233268,9.41363961577817,15.25817558787558,20.16768274264808
2018-10-09 06:15:00.000003,-2.684528796572608,12.63133724983209,13.23575640848076,9.484053772390187,15.28794972742756,20.17156973511314
2018-10-09 06:29:59.999997,-2.217954856472978,12.67073737786985,13.28145459168235,9.558705727458086,15.32288952175673,20.17704851564007
2018-10-09 06:45:00.000000,-1.733751925434357,12.71359801725993,13.33223297483834,9.637498815828577,15.36209398930505,20.18391785354618
2018-10-09 07:00:00.000003,-1.24461484203084,12.75967088609742,13.38733704605889,9.719782922790191,15.40474810081353,20.1919751943685
2018-10-09 07:14:59.999997,-0.7632369087895219,12.80947987753946,13.44634544562213,9.80647622387697,15.45015371727628,20.20102108026553
2018-10-09 07:30:00.000000,-0.2537720903300693,12.86201199363401,13.50872497423536,9.897576768631122,15.49826809488524,20.21092353454515
2018-10-09 07:45:00.000003,0.2275621544921353,12.91443244760304,13.57192679550637,9.98635904167612,15.54756382537758,20.22146694525295
2018-10-09 07:59:59.999997,0.70994410140093,12.96778638560445,13.63649759516278,10.07684122570124,15.59876245484142,20.23259196141412
2018-10-09 08:15:00.000000,1.156041248067284,13.01946004019923,13.69986290233542,10.16174188550299,15.64895540656701,20.24397021246037
2018-10-09 08:30:00.000003,1.61277080616697,13.07130866965201,13.7632161593944,10.24727320208547,15.69890382831029,20.25548837849141
2018-10-09 08:44:59.999997,2.023408098632541,13.12055259614379,13.82421022674676,10.32645660040037,15.74722874379062,20.26695414262668
2018-10-09 09:00:00.000000,2.428120377628611,13.16857723270727,13.88366558221582,10.40380371832117,15.79432559800425,20.27828552152431
2018-10-09 09:15:00.000003,2.781064937213735,13.21306337695371,13.93956874526167,10.47346121340516,15.83888216809475,20.28930954155558
2018-10-09 09:29:59.999997,3.106912897109336,13.25467019685769,13.99213689377126,10.53797595481178,15.88085105503948,20.29991469709459
2018-10-09 09:45:00.000000,3.376714244060319,13.29168030903469,14.03975791060927,10.59346950778314,15.91917547625668,20.30993497811011
2018-10-09 10:00:00.000003,3.595400303355775,13.32371109017434,14.08176365953683,10.63994614220889,15.95328414370785,20.31921385745284
2018-10-09 10:14:59.999997,3.74164791598949,13.34934814880373,14.11672829813387,10.67431879212001,15.98209557601709,20.32755500985764
2018-10-09 10:30:00.000000,3.840073960325121,13.36929182022174,14.14488075893309,10.69933765441994,16.00568023898774,20.33484641671445
2018-10-09 10:45:00.000003,3.863375435135234,13.38211045582972,14.16489840134182,10.71151647359428,16.02312207471688,20.34092730707694
2018-10-09 10:59:59.999997,3.806054993768968,13.38690359550233,14.17571041965139,10.70946698003349,16.03357925955336,20.34562248602834
2018-10-09 11:15:00.000000,3.668662744209358,13.38328651843893,14.17670856408945,10.69289479127964,16.03651941281499,20.34877386040822
2018-10-09 11:30:00.000003,3.450648611284766,13.37098453464025,14.16745517804118,10.66155314280568,16.03155871706423,20.35024845099437
2018-10-09 11:44:59.999997,3.167205373050964,13.35071365960833,14.14844378746641,10.61742712106261,16.01894775580121,20.34998415794322
2018-10-09 12:00:00.000000,2.822161859829933,13.32290189460032,14.12009292643041,10.56133138468576,15.99896528305514,20.34796504368413
2018-10-09 12:15:00.000003,2.439587057185056,13.28919470208441,14.08395822719788,10.49681474131269,15.97262947775774,20.3442733646482
2018-10-09 12:29:59.999997,2.027320069184364,13.25067781367381,14.04130885215545,10.42562262974571,15.94088750179961,20.33904440523968
2018-10-09 12:45:00.000000,1.598169849269406,13.20858445265318,13.99355346244991,10.34997740739397,15.90480273382605,20.33245805394497
2018-10-09 13:00:00.000003,1.154451256277291,13.16356290858748,13.94161344762821,10.27069787544748,15.86515838061163,20.3246974830272
2018-10-09 13:14:59.999997,0.7105721422828574,13.11692648154124,13.8869241971073,10.19017361441586,15.82301077331006,20.31597184813661
2018-10-09 13:30:00.000000,0.2591669106604795,13.06891330735019,13.83004184864829,10.10797991094577,15.77885272602889,20.30645568567581
2018-10-09 13:45:00.000003,-0.1924789772003294,13.01993593987385,13.77155460350296,10.02504279181301,15.73321880617926,20.29630631856739
2018-10-09 13:59:59.999997,-0.6441652279299079,12.97025552935126,13.71189912270175,9.941615708204173,15.68650859596966,20.28565927112059
2018-10-09 14:15:00.000000,-1.092592022329766,12.92026115110836,13.65157903561992,9.858311033365528,15.63913521754833,20.27463781117491
2018-10-09 14:30:00.000003,-1.531195274187274,12.8712648576387,13.59170439620356,9.77744832140128,15.59177672119784,20.26337839696444
2018-10-09 14:44:59.999997,-1.95958685539422,12.82456186138844,13.53337109137646,9.700920396893803,15.54506769602479,20.25201744599578
2018-10-09 15:00:00.000000,-2.363534482636996,12.77980971861074,13.47689643320917,9.628316095338358,15.49952123038761,20.24068519695697
2018-10-09 15:15:00.000003,-2.745937672934695,12.73688283083742,13.42243860919478,9.559191512217264,15.45540791967374,20.22949128791628
2018-10-09 15:29:59.999997,-3.099709833879092,12.69623458934711,13.37053844855746,9.494548814393942,15.41320677380278,20.21855158650053
2018-10-09 15:45:00.000000,-3.427626818270106,12.65809103050216,13.32156612057234,9.434425255266971,15.3732728922872,20.20797229209701
2018-10-09 16:00:00.000003,-3.71836749715867,12.62303201244261,13.27614545453653,9.380144488476414,15.33605876814243,20.19785957339591
2018-10-09 16:14:59.999997,-3.969986448278679,12.59134760386059,13.23468582021493,9.332155020042888,15.30192041289671,20.18831232892865
2018-10-09 16:30:00.000000,-4.17908010531614,12.56337923224631,13.19762950470585,9.291027425721785,15.27122195369665,20.17942688177684
2018-10-09 16:45:00.000003,-4.332420858354384,12.539983884648,13.165885972946,9.258609324461247,15.24464786700037,20.17132680612397
2018-10-09 16:59:59.999997,-4.427154460506619,12.5216967401803,13.14015563326892,9.235643554751409,15.22276279389515,20.16414102936671
2018-10-09 17:15:00.000000,-4.439140713652102,12.50998221213538,13.1219648197711,9.225418111929162,15.20671536158854,20.15805493622356
2018-10-09 17:30:00.000003,-4.363476815105805,12.50578650352102,13.11251969023727,9.229261068090045,15.19746736923802,20.15327414750558
2018-10-09 17:44:59.999997,-4.188717345941183,12.51014990481149,13.11308638387609,9.24902287398607,15.19602630348541,20.15001354033109
2018-10-09 18:00:00.000000,-3.906384647825602,12.52401279145146,13.12485423499456,9.286242009685909,15.20335437552694,20.14850028062091
2018-10-09 18:15:00.000003,-3.551674817031253,12.54609142072173,13.14697151493878,9.336858116213497,15.21898881365141,20.14883296672804
2018-10-09 18:29:59.999997,-3.147255004421273,12.57488027965379,13.1780190563312,9.397450697821128,15.24193802920848,20.15099019835391
2018-10-09 18:45:00.000000,-2.699675546523721,12.60979541525445,13.21722873651709,9.46676275963885,15.27146998741359,20.15489080473955
2018-10-09 19:00:00.000003,-2.243840446064561,12.64849569643708,13.26222610537436,9.539870361621531,15.30591538813468,20.16033436365323
2018-10-09 19:14:59.999997,-1.772530319675469,12.69039459907707,13.31197195759167,9.616725405452936,15.3443738067863,20.16711471365837
2018-10-09 19:30:00.000000,-1.292679407284707,12.73518835485148,13.36579274894639,9.696763856867545,15.38614019523718,20.17503753771483
2018-10-09 19:45:00.000003,-0.823203500795904,12.78397185254807,13.42356990142551,9.781613443719728,15.43059289326553,20.18391444294497
2018-10-09 19:59:59.999997,-0.3290792844863616,12.8351121041603,13.48438638523948,9.870154138569113,15.47753200260308,20.19360524315069
2018-10-09 20:15:00.000000,0.1368911761576736,12.8858868217162,13.54571740914612,9.955846390997383,15.52525952040382,20.20387341857593
2018-10-09 20:30:00.000003,0.6001666069777061,12.93735156026419,13.60813429861848,10.04285746413153,15.57470968152819,20.21467162305839
2018-10-09 20:44:59.999997,1.029471576643045,12.98719037746611,13.66938103516555,10.12488712448188,15.62342017715002,20.22571926091789
2018-10-09 21:00:00.000000,1.466801838155315,13.03713064711913,13.73050002302086,10.20709930581928,15.67170064906675,20.23688087830535
2018-10-09 21:15:00.000003,1.858944218498712,13.08438630254149,13.78913887233407,10.28291890839163,15.71822351601874,20.24795956160835
2018-10-09 21:29:59.999997,2.239025978675476,13.12996209403949,13.84578441808207,10.35597373471605,15.76320657539874,20.25885616325595
2018-10-09 21:45:00.000000,2.572176325350131,13.17215668571924,13.89894231478724,10.42185955290769,15.80563412500132,20.26941523756705
2018-10-09 22:00:00.000003,2.874293139958142,13.21119331353774,13.94849306620361,10.48206449642034,15.84531050170571,20.27952247153261
2018-10-09 22:14:59.999997,3.128278011525997,13.24605535612342,13.99342692894611,10.53429487003376,15.88151698158198,20.28903926145482
2018-10-09 22:30:00.000000,3.326098011824776,13.27576819616896,14.03263639463127,10.57694862125831,15.91344452200847,20.29780473448995
2018-10-09 22:45:00.000003,3.459165187815631,13.29939530518898,14.06502544692394,10.60844860277427,15.94025630888433,20.30564379522336
2018-10-09 22:59:59.999997,3.525844786529021,13.31644417313106,14.08989963804461,10.62819251037857,15.96134647090329,20.31239193861867
2018-10-09 23:15:00.000000,3.541259141384451,13.32748027397943,14.10752445526569,10.63805094052554,15.97680006220778,20.31795188482768
2018-10-09 23:30:00.000003,3.451315854432374,13.32937651692414,14.11507281236778,10.63066192110007,15.98475731369445,20.32209317309867
2018-10-09 23:44:59.999997,3.29785084381722,13.32345402614398,14.11320781302573,10.61060066242668,15.98542569306012,20.32469408226585
2018-10-10 00:00:00.000000,3.062066746135126,13.30894138021013,14.1012257917031,10.57578598850435,15.97830339083167,20.32562870885504
2018-10-10 00:15:00.000003,2.775144856509166,13.28722413297162,14.08009454398588,10.53007018704217,15.96367462509464,20.32470692627169
2018-10-10 00:29:59.999997,2.432434033529321,13.25861941844718,14.05029560681744,10.47350036910482,15.9420266081868,20.32198289545518
2018-10-10 00:45:00.000000,2.057320927287913,13.22470125496419,14.01340116355865,10.40950089941854,15.91458763097576,20.31766068292115
2018-10-10 01:00:00.000003,1.656799952617148,13.18653182013497,13.9706969611608,10.33971617255435,15.88237786558508,20.31195000265447
2018-10-10 01:14:59.999997,1.240712273794564,13.14511921087924,13.923387364937,10.2659111358288,15.846338598442,20.30504552680354
2018-10-10 01:30:00.000000,0.8127734059221556,13.10120672634867,13.87243862291118,10.18907689786901,15.80721970254567,20.29712245038101
2018-10-10 01:45:00.000003,0.3813155356105465,13.05582573377732,13.81902193262166,10.11080593534153,15.76585306353914,20.28835829859149
2018-10-10 01:59:59.999997,-0.05298328735420069,13.00925968728146,13.763692636915,10.03141626521604,15.72276987604827,20.27890895516204
2018-10-10 02:15:00.000000,-0.4898642665746549,12.96171310386327,13.7068488606858,9.95106911802142,15.67834408725722,20.26890550458491
2018-10-10 02:30:00.000003,-0.9182228986131856,12.91400756173706,13.64937940207462,9.871440811479298,15.63324541986652,20.25849175630843
2018-10-10 02:44:59.999997,-1.341197279928865,12.86647649342907,13.59176605544112,9.79268813006069,15.58786354436876,20.24779224876122
2018-10-10 03:00:00.000000,-1.749391440053772,12.82129728988359,13.53566913814376,9.718728069712197,15.54310687717314,20.23696214464371
2018-10-10 03:15:00.000003,-2.138737965854873,12.77820817626017,13.4813946738153,9.648770072381982,15.49941610053671,20.22613392474204
2018-10-10 03:29:59.999997,-2.510259695116832,12.73673637250141,13.42888252693197,9.581806594064712,15.45694961641938,20.21540714980206
2018-10-10 03:45:00.000000,-2.851591659527651,12.69750560303775,13.37882944278027,9.519354631472247,15.41626736036594,20.20489931059462
2018-10-10 04:00:00.000003,-3.162237043203745,12.66088055597656,13.33174545758933,9.461924853681927,15.37787052188991,20.19473150164596
2018-10-10 04:14:59.999997,-3.442398825336247,12.62712101463074,13.28802030103019,9.409659839502254,15.34206583170093,20.18500669608888
2018-10-10 04:30:00.000000,-3.682889838981469,12.59672241204644,13.24820996715428,9.363688178763207,15.30927979946732,20.17582835326503
2018-10-10 04:45:00.000003,-3.878536142326488,12.57013924267817,13.21286759150399,9.324866953817876,15.27996558135271,20.16730151062911
2018-10-10 04:59:59.999997,-4.025203375766162,12.54781497430982,13.18255232009042,9.293933382154988,15.25457671845903,20.15953556087859
2018-10-10 05:15:00.000000,-4.111050353280016,12.53057971266027,13.15817543325237,9.272597417668221,15.23380914657701,20.15266259820768
2018-10-10 05:30:00.000003,-4.128882894940286,12.51918289941231,13.14063890816883,9.262149604926941,15.21837490858413,20.14683046393776
