1 12 53 3.816 7665.350 27.119
1 13 52 9.931 4279.720 27.119
1 13 53 5.794 4312.605 27.119
1 20 22 1.000 4815.010 0.000
1 21 22 1.345 5355.300 0.000
1 22 33 1.000 5880.400 0.000
1 25 24 2.900 5509.250 0.000
1 26 23 2.800 5254.050 0.000
1 26 24 9.418 4970.510 0.000
1 26 25 3.000 4762.700 0.000
1 26 26 3.100 5096.750 0.000
1 26 27 3.182 4923.565 0.000
1 26 28 3.200 6128.600 0.000
1 26 29 3.214 5103.400 0.000
1 27 22 2.624 4931.185 0.000
1 27 23 9.468 5727.350 0.000
1 27 27 3.214 4561.010 0.000
1 27 28 3.247 5149.800 0.000
1 27 29 3.444 5246.450 0.000
1 28 22 2.099 4367.185 0.000
1 28 28 3.477 5476.550 0.000
1 29 20 1.574 4229.840 0.000
1 29 21 1.706 5149.150 0.000
1 29 22 1.738 4285.515 0.000
1 30 19 1.000 5317.250 0.000
1 30 20 3.141 5043.350 0.000
1 31 11 1.771 5065.950 0.000
1 31 18 1.000 4925.370 0.000
1 31 19 6.453 4477.075 0.000
1 32 9 1.804 4676.480 0.000
1 32 10 1.640 5028.800 0.000
1 32 11 1.574 4828.800 0.000
1 32 12 1.673 5221.100 0.000
1 32 18 2.263 5137.300 27.119
1 33 9 1.902 4699.260 0.000
1 33 10 1.870 4068.635 0.000
1 33 11 1.410 5104.000 0.000
1 33 12 1.500 4474.735 0.000
1 33 18 2.885 5693.100 27.119
1 33 22 1.663 5353.350 27.119
1 33 23 1.161 5664.750 27.119
1 34 10 1.443 5341.600 0.000
1 34 11 1.300 5109.550 0.000
1 34 16 4.034 5022.550 0.000
1 34 22 1.000 4241.325 27.119
1 34 23 1.398 5711.400 27.119
1 35 11 1.200 5334.150 0.000
1 35 12 1.000 5014.300 0.000
1 36 12 4.030 5388.600 0.000
1 36 13 2.587 5060.600 27.119
1 37 7 2.709 5149.450 27.119
1 37 13 2.266 6094.800 27.119
1 37 14 3.655 4660.545 27.119
1 37 15 4.110 5292.200 27.119
1 38 7 1.000 4575.790 27.119
1 38 8 1.891 5745.050 27.119
1 38 9 3.369 5237.100 27.119
1 38 14 1.000 5396.000 27.119
1 39 8 2.375 4814.460 27.119
1 39 9 1.000 4015.435 0.000
1 40 7 2.110 4624.475 27.119
1 40 12 1.000 5011.500 0.000
1 41 7 4.236 4612.795 27.119
